problem_id,worker_role,worker_domain,problem_title,problem_description,type_of_issue,impacted_users_estimate,public_reputation_risk,revenue_impact_estimate,time_to_fix_estimate_hours,label
P0170,Data Scientist,Growth,"The recommendation system is favoring a narrow group of creators, leading to unfair exposure","The recommendation system is favoring a narrow group of creators, leading to unfair exposure.",algorithm bias,398776,0,87562,47,hair_on_fire
P0171,Engineer,Developer Tools,Users are sharing false information rapidly,Users are sharing false information rapidly. Needs immediate intervention to avoid public trust issues.,misinformation,457509,0,10205,42,hair_on_fire
P0172,Data Scientist,Developer Tools,Detected unauthorized access to user data through a vulnerability,Detected unauthorized access to user data through a vulnerability.,security breach,303678,0,42568,23,hair_on_fire
P0173,Community Manager,Trust & Safety,Users report that the button to submit forms is not working on mobile devices,Users report that the button to submit forms is not working on mobile devices.,UX bug,458025,0,0,53,vitamin
P0174,Engineer,Developer Tools,Inappropriate ads are being shown alongside children's content,Inappropriate ads are being shown alongside children's content.,ad misplacement,782133,1,0,23,vitamin
P0175,Engineer,Core Engineering,API servers experience outages affecting user authentication,API servers experience outages affecting user authentication.,server downtime,950028,1,84599,20,hair_on_fire
P0176,Product Designer,Core Engineering,"The recommendation system is favoring a narrow group of creators, leading to unfair exposure","The recommendation system is favoring a narrow group of creators, leading to unfair exposure.",algorithm bias,268502,0,0,21,vitamin
P0177,Engineer,Growth,"App launch times have increased, leading to user drop-off","App launch times have increased, leading to user drop-off.",slow app performance,486590,1,73989,43,hair_on_fire
P0178,Marketer,Growth,"App launch times have increased, leading to user drop-off","App launch times have increased, leading to user drop-off.",slow app performance,71703,1,39691,37,hair_on_fire
P0179,Content Moderator,Trust & Safety,Users report that the button to submit forms is not working on mobile devices,Users report that the button to submit forms is not working on mobile devices.,UX bug,325586,1,7456,49,hair_on_fire
P0180,Policy Analyst,Core Engineering,Users report that the button to submit forms is not working on mobile devices,Users report that the button to submit forms is not working on mobile devices.,UX bug,644983,1,72655,7,hair_on_fire
P0181,Community Manager,Accessibility,Moderators are overwhelmed with spam reports; SLA targets are not being met,Moderators are overwhelmed with spam reports; SLA targets are not being met.,community report overload,634494,1,8109,59,hair_on_fire
P0182,Engineer,Trust & Safety,Users report that the button to submit forms is not working on mobile devices,Users report that the button to submit forms is not working on mobile devices.,UX bug,529157,0,0,58,vitamin
P0183,Community Manager,Growth,Moderators are overwhelmed with spam reports; SLA targets are not being met,Moderators are overwhelmed with spam reports; SLA targets are not being met.,community report overload,391063,1,44350,8,hair_on_fire
P0184,Marketer,Core Engineering,Moderators are overwhelmed with spam reports; SLA targets are not being met,Moderators are overwhelmed with spam reports; SLA targets are not being met.,community report overload,99196,1,0,21,hair_on_fire
P0185,Marketer,Core Engineering,"The recommendation system is favoring a narrow group of creators, leading to unfair exposure","The recommendation system is favoring a narrow group of creators, leading to unfair exposure.",algorithm bias,961378,1,85990,52,hair_on_fire
P0186,Research Scientist,Core Engineering,Inappropriate ads are being shown alongside children's content,Inappropriate ads are being shown alongside children's content.,ad misplacement,586172,1,43054,18,hair_on_fire
P0187,Engineer,Developer Tools,Moderators are overwhelmed with spam reports; SLA targets are not being met,Moderators are overwhelmed with spam reports; SLA targets are not being met.,community report overload,19216,1,28074,45,hair_on_fire
P0188,Community Manager,Accessibility,API servers experience outages affecting user authentication,API servers experience outages affecting user authentication.,server downtime,144347,0,0,14,hair_on_fire
P0189,Content Moderator,Trust & Safety,"The recommendation system is favoring a narrow group of creators, leading to unfair exposure","The recommendation system is favoring a narrow group of creators, leading to unfair exposure.",algorithm bias,626358,1,0,25,vitamin
P0190,Research Scientist,User Experience,Users are sharing false information rapidly,Users are sharing false information rapidly. Needs immediate intervention to avoid public trust issues.,misinformation,430916,1,31133,58,hair_on_fire
P0191,Policy Analyst,User Experience,API servers experience outages affecting user authentication,API servers experience outages affecting user authentication.,server downtime,560051,0,61474,26,hair_on_fire
P0192,Marketer,User Experience,"App launch times have increased, leading to user drop-off","App launch times have increased, leading to user drop-off.",slow app performance,806914,1,65916,69,hair_on_fire
P0193,Data Scientist,Growth,API servers experience outages affecting user authentication,API servers experience outages affecting user authentication.,server downtime,840281,0,6839,63,hair_on_fire
P0194,Marketer,Core Engineering,Users report that the button to submit forms is not working on mobile devices,Users report that the button to submit forms is not working on mobile devices.,UX bug,299010,0,35755,59,hair_on_fire
P0195,Research Scientist,Developer Tools,Users report that the button to submit forms is not working on mobile devices,Users report that the button to submit forms is not working on mobile devices.,UX bug,992486,0,45820,5,hair_on_fire
P0196,Data Scientist,Platform Integrity,Detected unauthorized access to user data through a vulnerability,Detected unauthorized access to user data through a vulnerability.,security breach,526492,1,0,12,hair_on_fire
P0197,Marketer,Accessibility,Users are sharing false information rapidly,Users are sharing false information rapidly. Needs immediate intervention to avoid public trust issues.,misinformation,334265,0,85191,44,hair_on_fire
P0198,Research Scientist,Growth,Users are sharing false information rapidly,Users are sharing false information rapidly. Needs immediate intervention to avoid public trust issues.,misinformation,300914,1,18191,62,hair_on_fire
P0199,Community Manager,Platform Integrity,Users report that the button to submit forms is not working on mobile devices,Users report that the button to submit forms is not working on mobile devices.,UX bug,20027,1,0,21,vitamin
P0200,Data Scientist,Core Engineering,Inappropriate ads are being shown alongside children's content,Inappropriate ads are being shown alongside children's content.,ad misplacement,249283,1,0,32,vitamin
P0201,Data Scientist,User Experience,Users report that the button to submit forms is not working on mobile devices,Users report that the button to submit forms is not working on mobile devices.,UX bug,116342,1,2154,67,vitamin
P0202,Product Designer,Growth,Inappropriate ads are being shown alongside children's content,Inappropriate ads are being shown alongside children's content.,ad misplacement,450189,0,31531,55,hair_on_fire
P0203,Research Scientist,Core Engineering,Moderators are overwhelmed with spam reports; SLA targets are not being met,Moderators are overwhelmed with spam reports; SLA targets are not being met.,community report overload,71066,0,61621,7,hair_on_fire
